1.650783e-01, 1.983806e+00, -2.141466e+00, -3.661621e+01
-1.357508e+00, -6.738340e-01, -3.567124e+00, -7.014693e+01
-1.738668e+00, 7.144654e-01, 2.581797e+00, -1.808148e+03
0, 0, 0, 1
-3.464416e+01, -7.072411e+01, -1.807310e+03, -1.238381e-01, 7.764014e-01, -6.179522e-01
-3.483553e+01, -7.074706e+01, -1.807310e+03, -7.863451e-03, 7.878195e-01, -6.158560e-01
-3.500448e+01, -7.073902e+01, -1.807332e+03, 3.787026e-01, 7.465985e-01, -5.469690e-01
-3.512878e+01, -7.066925e+01, -1.807399e+03, 8.574728e-01, 4.418798e-01, -2.635955e-01
-3.520109e+01, -7.053060e+01, -1.807520e+03, 9.725207e-01, 2.191000e-01, -7.873143e-02
-3.524024e+01, -7.035725e+01, -1.807674e+03, 9.895015e-01, 1.433961e-01, -1.801156e-02
-3.526771e+01, -7.018759e+01, -1.807841e+03, -9.864668e-01, -1.608264e-01, 3.190877e-02
-3.530355e+01, -7.005447e+01, -1.808002e+03, -9.615668e-01, -2.531390e-01, 1.063483e-01
-3.535772e+01, -6.995205e+01, -1.808144e+03, -9.049343e-01, -3.728245e-01, 2.051726e-01
-3.543588e+01, -6.985788e+01, -1.808260e+03, -8.187747e-01, -4.876451e-01, 3.030020e-01
-3.554152e+01, -6.975492e+01, -1.808347e+03, -7.318208e-01, -5.691270e-01, 3.748769e-01
-3.566592e+01, -6.965689e+01, -1.808420e+03, -6.534932e-01, -6.254690e-01, 4.263041e-01
-3.579612e+01, -6.958828e+01, -1.808503e+03, -5.769299e-01, -6.694724e-01, 4.679302e-01
-3.592401e+01, -6.956135e+01, -1.808608e+03, -4.851489e-01, -7.109816e-01, 5.090537e-01
-3.605404e+01, -6.955668e+01, -1.808712e+03, -3.783533e-01, -7.466957e-01, 5.470781e-01
-3.619241e+01, -6.955076e+01, -1.808786e+03, -2.671916e-01, -7.716917e-01, 5.771486e-01
-3.633925e+01, -6.954139e+01, -1.808830e+03, -1.538838e-01, -7.858521e-01, 5.989627e-01
-3.648878e+01, -6.954718e+01, -1.808863e+03, -3.374000e-02, -7.893088e-01, 6.130687e-01
-3.663518e+01, -6.958215e+01, -1.808902e+03, 1.260324e-01, -7.760813e-01, 6.179107e-01
-3.677316e+01, -6.964196e+01, -1.808929e+03, 3.482659e-01, -7.225361e-01, 5.972039e-01
-3.689797e+01, -6.971868e+01, -1.808923e+03, 5.707982e-01, -6.200239e-01, 5.382934e-01
-3.701008e+01, -6.980755e+01, -1.808889e+03, 6.793944e-01, -5.456849e-01, 4.905622e-01
-3.711370e+01, -6.990610e+01, -1.808849e+03, 7.142646e-01, -5.171396e-01, 4.715854e-01
-3.720687e+01, -7.001085e+01, -1.808810e+03, 7.968074e-01, -4.372385e-01, 4.170378e-01
-3.727645e+01, -7.011641e+01, -1.808757e+03, 9.257425e-01, -2.503837e-01, 2.833881e-01
